round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,accuracy_score
59,10,10,"[10.756681847572327, 11.211398887634278, 10.75566840171814, 10.825841999053955, 10.871400308609008, 10.97105553150177, 10.710920691490173, 10.765424776077271, 10.702013683319091, 10.883321475982665]",6,"[0.5166666666666667, 0.45166666666666666, 0.5483333333333333, 0.635, 0.5616666666666666, 0.7, 0.6083333333333333, 0.6766666666666666, 0.5983333333333334, 0.5466666666666666]","[0.4798, 0.4621, 0.5078, 0.5638, 0.5069, 0.6455, 0.5328, 0.6399, 0.521, 0.5256]",0.3518
60,9,12,"[10.910967540740966, 10.799224352836609, 10.86966450214386, 10.691502404212951, 10.842668581008912, 10.8215482711792, 10.911067152023316, 11.205217409133912, 10.973826432228089, 10.744944858551026, 10.720980572700501, 11.024769115447999]",3,"[0.5666666666666667, 0.5283333333333333, 0.5066666666666667, 0.5433333333333333, 0.42, 0.6466666666666666, 0.6033333333333334, 0.58, 0.5616666666666666, 0.63, 0.52, 0.6033333333333334]","[0.5319, 0.5192, 0.5001, 0.5004, 0.4123, 0.585, 0.5747, 0.5558, 0.5202, 0.5851, 0.4804, 0.5116]",0.1625
61,10,9,"[10.881026649475098, 10.756832456588745, 10.90228533744812, 10.74495463371277, 10.727964234352111, 10.911517524719239, 10.605118823051452, 10.980977606773376, 10.997746109962463]",4,"[0.4483333333333333, 0.6083333333333333, 0.565, 0.5266666666666666, 0.57, 0.58, 0.5883333333333334, 0.5933333333333334, 0.5183333333333333]","[0.4288, 0.5288, 0.4948, 0.5055, 0.5055, 0.491, 0.5107, 0.533, 0.4824]",0.3473
62,10,11,"[11.342969226837159, 11.571452212333678, 11.239701724052429, 10.916155242919922, 11.622673273086548, 11.973508477210999, 10.895059370994568, 11.061930680274964, 11.003572845458985, 11.103339362144471, 10.990445113182068]",3,"[0.45666666666666667, 0.5066666666666667, 0.5466666666666666, 0.535, 0.5383333333333333, 0.43833333333333335, 0.49833333333333335, 0.5433333333333333, 0.5883333333333334, 0.6266666666666667, 0.5733333333333334]","[0.4377, 0.4216, 0.4915, 0.4911, 0.4723, 0.4067, 0.5206, 0.4868, 0.5278, 0.5561, 0.5257]",0.1191
63,10,9,"[11.092291903495788, 10.862410020828246, 10.763098692893982, 10.907377147674561, 10.944469022750855, 10.82711832523346, 10.829966807365418, 11.078145861625671, 10.884453773498535]",4,"[0.5016666666666667, 0.5716666666666667, 0.555, 0.55, 0.5483333333333333, 0.5116666666666667, 0.6183333333333333, 0.5383333333333333, 0.5633333333333334]","[0.4614, 0.5399, 0.489, 0.518, 0.5076, 0.4796, 0.5376, 0.5052, 0.5006]",0.1149
64,10,11,"[10.856968855857849, 10.708134818077088, 10.943639302253723, 10.711095571517944, 10.79610116481781, 10.67205994129181, 10.67987413406372, 10.673342323303222, 11.032973194122315, 10.632646107673645, 10.758910632133484]",3,"[0.52, 0.6116666666666667, 0.6266666666666667, 0.5066666666666667, 0.6083333333333333, 0.57, 0.6133333333333333, 0.5633333333333334, 0.5333333333333333, 0.625, 0.575]","[0.5093, 0.5751, 0.5445, 0.461, 0.5615, 0.5155, 0.5428, 0.4855, 0.5187, 0.5776, 0.5212]",0.0892
65,8,7,"[10.975989603996277, 11.254536557197572, 11.297035026550294, 11.280183339118958, 11.399873828887939, 11.137940192222596, 11.130924129486084]",4,"[0.5166666666666667, 0.5633333333333334, 0.37666666666666665, 0.5116666666666667, 0.5033333333333333, 0.6216666666666667, 0.5966666666666667]","[0.4988, 0.5057, 0.3837, 0.4778, 0.4854, 0.5515, 0.5395]",0.1782
66,10,9,"[11.251752376556396, 11.978133869171142, 10.98010802268982, 11.277030658721923, 12.259557819366455, 11.073069953918457, 11.85357587337494, 11.545303058624267, 11.459093236923218]",5,"[0.6783333333333333, 0.39, 0.5916666666666667, 0.63, 0.415, 0.465, 0.545, 0.49, 0.535]","[0.611, 0.3932, 0.5373, 0.5809, 0.376, 0.4588, 0.4903, 0.4234, 0.5126]",0.242
67,9,8,"[11.437119269371033, 10.897895669937133, 11.0382817029953, 10.720669317245484, 10.862285614013672, 10.976939868927001, 11.09949152469635, 10.861582493782043]",6,"[0.53, 0.5183333333333333, 0.485, 0.6216666666666667, 0.5983333333333334, 0.595, 0.63, 0.695]","[0.4498, 0.4766, 0.4595, 0.5816, 0.5506, 0.5649, 0.6027, 0.623]",0.2008
68,10,11,"[10.882209968566894, 10.688127684593201, 10.820937848091125, 10.905234503746033, 10.925582313537598, 10.845962572097779, 10.71443817615509, 10.889197826385498, 10.903025841712951, 10.740704607963561, 10.930494737625121]",5,"[0.5366666666666666, 0.5883333333333334, 0.6, 0.58, 0.48833333333333334, 0.6933333333333334, 0.595, 0.605, 0.6033333333333334, 0.58, 0.5666666666666667]","[0.4864, 0.5387, 0.483, 0.5657, 0.4649, 0.6288, 0.5261, 0.5695, 0.5561, 0.5206, 0.5234]",0.0892
69,10,11,"[11.154018759727478, 12.274499344825745, 10.869058418273926, 11.211348247528075, 11.865849447250366, 11.275123405456544, 11.502614736557007, 11.500939321517944, 11.84335916042328, 11.84321117401123, 11.64476444721222]",4,"[0.6233333333333333, 0.44666666666666666, 0.6183333333333333, 0.3283333333333333, 0.365, 0.4816666666666667, 0.5733333333333334, 0.36333333333333334, 0.325, 0.32666666666666666, 0.38166666666666665]","[0.5283, 0.4195, 0.5379, 0.3051, 0.3433, 0.4615, 0.5188, 0.3063, 0.2793, 0.2977, 0.3629]",0.1537
70,9,7,"[11.114038920402527, 11.451255321502686, 11.087515091896057, 10.974041509628297, 11.202101516723634, 11.646305799484253, 10.973462247848511]",6,"[0.595, 0.37333333333333335, 0.465, 0.5183333333333333, 0.36833333333333335, 0.4033333333333333, 0.55]","[0.539, 0.3162, 0.4098, 0.4802, 0.382, 0.3934, 0.5091]",0.1995
71,9,9,"[10.852478051185608, 11.380789613723755, 11.07011969089508, 11.068293809890747, 11.102209162712096, 11.046817827224732, 11.079824900627136, 10.990492367744446, 10.98436906337738]",6,"[0.595, 0.415, 0.6383333333333333, 0.5716666666666667, 0.575, 0.6083333333333333, 0.4766666666666667, 0.44166666666666665, 0.5633333333333334]","[0.5773, 0.3757, 0.5689, 0.5284, 0.5309, 0.5504, 0.4326, 0.3918, 0.5365]",0.1983
72,10,11,"[11.155834460258484, 11.109928083419799, 11.288799786567688, 11.368019294738769, 10.953585600852966, 11.115197539329529, 11.215748858451843, 11.335507559776307, 11.297400665283202, 11.71127405166626, 11.265303230285644]",5,"[0.59, 0.5166666666666667, 0.6366666666666667, 0.48833333333333334, 0.56, 0.555, 0.5933333333333334, 0.6066666666666667, 0.655, 0.43166666666666664, 0.5916666666666667]","[0.5584, 0.4817, 0.5772, 0.457, 0.5175, 0.5052, 0.5516, 0.5423, 0.6276, 0.3927, 0.5005]",0.2004
73,10,10,"[11.50442008972168, 12.256878185272218, 11.43130373954773, 11.314446568489075, 11.141613173484803, 12.187515234947204, 10.969184041023254, 11.4782235622406, 11.162820410728454, 11.183586955070496]",5,"[0.535, 0.39666666666666667, 0.545, 0.5483333333333333, 0.5733333333333334, 0.42, 0.6133333333333333, 0.6183333333333333, 0.49333333333333335, 0.52]","[0.4941, 0.3681, 0.482, 0.532, 0.5308, 0.4272, 0.5641, 0.5408, 0.4652, 0.5206]",0.1899
74,10,13,"[11.20331630706787, 11.270534181594849, 11.25765540599823, 11.109710097312927, 12.881952333450318, 11.013721776008605, 11.089577651023864, 10.875342917442321, 10.91696264743805, 11.074143314361573, 11.111803483963012, 10.99818434715271, 11.35936336517334]",2,"[0.485, 0.5366666666666666, 0.5083333333333333, 0.6, 0.48833333333333334, 0.58, 0.5133333333333333, 0.575, 0.5533333333333333, 0.3933333333333333, 0.4683333333333333, 0.565, 0.47333333333333333]","[0.4056, 0.5073, 0.4903, 0.5417, 0.4248, 0.5235, 0.4775, 0.5302, 0.4947, 0.3785, 0.4321, 0.52, 0.4537]",0.1935
75,10,7,"[11.088054895401001, 10.91382884979248, 11.023872017860413, 11.255344557762147, 11.366191220283508, 11.140700936317444, 11.210313534736633]",5,"[0.4766666666666667, 0.5966666666666667, 0.5966666666666667, 0.5066666666666667, 0.5266666666666666, 0.46, 0.6016666666666667]","[0.4568, 0.5535, 0.5331, 0.4978, 0.5148, 0.4318, 0.5207]",0.2502
76,9,9,"[10.882759261131287, 10.884086894989014, 11.044726967811584, 10.971916937828064, 10.99344198703766, 11.159495830535889, 11.13157548904419, 11.062134432792664, 11.351391696929932]",5,"[0.5816666666666667, 0.4683333333333333, 0.49166666666666664, 0.5466666666666666, 0.5616666666666666, 0.5866666666666667, 0.605, 0.5666666666666667, 0.5583333333333333]","[0.5284, 0.4592, 0.458, 0.4907, 0.5378, 0.5613, 0.5428, 0.5198, 0.5164]",0.1141
77,10,9,"[11.119840288162232, 11.105629158020019, 11.083921885490417, 11.017599201202392, 11.171925902366638, 10.739823365211487, 11.002167654037475, 11.346998167037963, 11.031000256538391]",6,"[0.535, 0.55, 0.4483333333333333, 0.5483333333333333, 0.5316666666666666, 0.5916666666666667, 0.54, 0.5016666666666667, 0.5]","[0.5199, 0.4924, 0.4362, 0.5216, 0.499, 0.5323, 0.5015, 0.4441, 0.4464]",0.1595
78,10,11,"[11.438213992118836, 11.052018976211547, 11.046588325500489, 11.012217688560487, 10.890542602539062, 10.711421394348145, 10.933337664604187, 10.929471850395203, 11.051589441299438, 10.749953150749207, 10.92082371711731]",5,"[0.44, 0.4583333333333333, 0.5866666666666667, 0.46166666666666667, 0.535, 0.6016666666666667, 0.5966666666666667, 0.5216666666666666, 0.4116666666666667, 0.6266666666666667, 0.6233333333333333]","[0.3895, 0.4038, 0.5495, 0.4493, 0.506, 0.5458, 0.555, 0.4825, 0.3913, 0.564, 0.5644]",0.1872
79,9,10,"[10.896203780174256, 11.237259769439698, 10.91460030078888, 10.87465260028839, 11.4357421875, 10.967924118041992, 10.869188594818116, 10.86211256980896, 10.870734763145446, 11.070449876785279]",4,"[0.41833333333333333, 0.5616666666666666, 0.5583333333333333, 0.64, 0.6283333333333333, 0.6433333333333333, 0.5116666666666667, 0.675, 0.425, 0.5016666666666667]","[0.4199, 0.509, 0.5306, 0.5772, 0.5498, 0.5689, 0.4967, 0.611, 0.414, 0.4899]",0.1137
80,9,7,"[10.848818922042847, 11.428508830070495, 10.774795889854431, 11.161401557922364, 11.167179274559022, 10.958244800567627, 10.907718825340272]",6,"[0.625, 0.49666666666666665, 0.5616666666666666, 0.4533333333333333, 0.635, 0.5766666666666667, 0.5733333333333334]","[0.5898, 0.4821, 0.5429, 0.4229, 0.5829, 0.5218, 0.4861]",0.1827
81,10,13,"[10.745841073989869, 11.176164197921754, 11.190317058563233, 11.0290607213974, 11.46125054359436, 11.195192360877991, 11.001927661895753, 11.16038544178009, 12.12252871990204, 13.316296648979186, 11.13296422958374, 11.659128713607789, 10.859723973274232]",3,"[0.5866666666666667, 0.62, 0.5233333333333333, 0.5266666666666666, 0.4066666666666667, 0.5466666666666666, 0.6133333333333333, 0.5216666666666666, 0.45166666666666666, 0.32166666666666666, 0.57, 0.525, 0.5416666666666666]","[0.5282, 0.5723, 0.4708, 0.4932, 0.3825, 0.5307, 0.5752, 0.4819, 0.4258, 0.318, 0.5483, 0.4755, 0.5058]",0.1135
82,9,6,"[11.249172401428222, 12.049537777900696, 11.318549203872681, 11.264520907402039, 11.290564155578613, 11.535066270828247]",6,"[0.44333333333333336, 0.28, 0.48833333333333334, 0.38, 0.4633333333333333, 0.455]","[0.3468, 0.2585, 0.4451, 0.2973, 0.4224, 0.4273]",0.1089
83,10,11,"[11.043413114547729, 10.950778436660766, 11.178792881965638, 11.161038064956665, 11.255698943138123, 11.376218271255492, 11.063687014579774, 11.151058673858643, 11.044640922546387, 11.871805000305176, 10.976884531974793]",5,"[0.52, 0.6316666666666667, 0.41333333333333333, 0.43666666666666665, 0.40166666666666667, 0.48833333333333334, 0.47833333333333333, 0.48833333333333334, 0.43166666666666664, 0.4166666666666667, 0.605]","[0.5105, 0.5869, 0.4049, 0.3923, 0.3893, 0.4392, 0.4199, 0.4659, 0.4234, 0.3979, 0.5538]",0.1204
84,10,9,"[11.403942131996155, 11.61331741809845, 11.359135794639588, 11.107477188110352, 11.081329798698425, 11.00421164035797, 11.052483105659485, 10.869075226783753, 11.043113565444946]",6,"[0.425, 0.485, 0.4583333333333333, 0.44333333333333336, 0.49166666666666664, 0.465, 0.515, 0.49, 0.495]","[0.3835, 0.4295, 0.4289, 0.3879, 0.4939, 0.4274, 0.4775, 0.4349, 0.4566]",0.1135
85,10,10,"[10.906234765052796, 11.68551197052002, 11.076977276802063, 11.166584777832032, 11.285723519325256, 11.59753475189209, 11.19388997554779, 11.543804693222047, 11.592595601081848, 12.6703430891037]",6,"[0.59, 0.42, 0.5216666666666666, 0.41, 0.43333333333333335, 0.5883333333333334, 0.465, 0.5816666666666667, 0.395, 0.575]","[0.5586, 0.3928, 0.4952, 0.4019, 0.363, 0.5323, 0.4605, 0.544, 0.3658, 0.5325]",0.1076
86,9,9,"[11.050358510017395, 11.255234670639037, 11.349345636367797, 11.570338225364685, 11.260776448249818, 11.148675680160522, 11.049062275886536, 11.521077060699463, 10.955553579330445]",6,"[0.49333333333333335, 0.435, 0.4483333333333333, 0.41833333333333333, 0.4033333333333333, 0.52, 0.53, 0.42333333333333334, 0.43833333333333335]","[0.4664, 0.3987, 0.4333, 0.3795, 0.3785, 0.4931, 0.4692, 0.4156, 0.4035]",0.1966
87,10,10,"[11.003248381614686, 11.83824634552002, 11.492029714584351, 11.998424530029297, 12.852484846115113, 11.591441750526428, 11.219777178764343, 12.362924432754516, 13.009177827835083, 12.086950516700744]",6,"[0.465, 0.5066666666666667, 0.45666666666666667, 0.49333333333333335, 0.455, 0.4116666666666667, 0.42833333333333334, 0.355, 0.32166666666666666, 0.44166666666666665]","[0.4244, 0.4574, 0.4552, 0.4584, 0.4123, 0.3615, 0.4048, 0.3805, 0.284, 0.4502]",0.1147
88,9,6,"[10.843162965774535, 11.13022701740265, 11.15994610786438, 11.387291550636292, 11.812823700904847, 14.328494501113891]",9,"[0.48833333333333334, 0.48833333333333334, 0.395, 0.365, 0.555, 0.09833333333333333]","[0.4706, 0.4723, 0.3745, 0.4092, 0.5048, 0.1135]",0.2139
89,9,10,"[11.34106023311615, 11.8080002784729, 11.274338603019714, 11.606781435012817, 10.970431423187256, 11.682529926300049, 11.362212324142456, 11.607923817634582, 11.021118664741516, 11.904744386672974]",8,"[0.4633333333333333, 0.5066666666666667, 0.4216666666666667, 0.435, 0.48833333333333334, 0.45, 0.4483333333333333, 0.4666666666666667, 0.545, 0.4583333333333333]","[0.4353, 0.4783, 0.4151, 0.4084, 0.4578, 0.4272, 0.4363, 0.4398, 0.5027, 0.4458]",0.1885
90,9,12,"[11.09280219078064, 14.453390645980836, 11.641184329986572, 11.089348888397216, 11.318587803840638, 11.6836993932724, 11.770283436775207, 11.33628203868866, 10.891629528999328, 11.929286360740662, 11.325341987609864, 11.208649039268494]",5,"[0.5033333333333333, 0.09666666666666666, 0.41833333333333333, 0.37666666666666665, 0.51, 0.42333333333333334, 0.4166666666666667, 0.415, 0.49166666666666664, 0.3983333333333333, 0.46166666666666667, 0.4666666666666667]","[0.4721, 0.0985, 0.4084, 0.3773, 0.4833, 0.3937, 0.4081, 0.4132, 0.4451, 0.3863, 0.4362, 0.432]",0.1135
91,10,9,"[12.517443990707397, 11.360065579414368, 11.004153442382812, 11.073451399803162, 11.225599193572998, 11.093361020088196, 10.93915581703186, 11.161514782905579, 11.167478442192078]",6,"[0.37, 0.39, 0.4083333333333333, 0.485, 0.4533333333333333, 0.4116666666666667, 0.6083333333333333, 0.4716666666666667, 0.49833333333333335]","[0.3571, 0.401, 0.4006, 0.4392, 0.4314, 0.405, 0.5278, 0.4398, 0.45]",0.1187
92,10,12,"[11.294535517692566, 10.940296411514282, 11.326329922676086, 14.403449487686157, 12.096279764175415, 11.508458018302917, 11.636003518104554, 12.016490507125855, 11.758620619773865, 13.985466289520264, 11.720478081703186, 12.07005033493042]",4,"[0.565, 0.48333333333333334, 0.5, 0.09833333333333333, 0.32666666666666666, 0.46166666666666667, 0.4033333333333333, 0.5316666666666666, 0.38666666666666666, 0.26, 0.46, 0.45]","[0.5102, 0.4488, 0.4341, 0.1135, 0.3005, 0.4236, 0.3631, 0.509, 0.4195, 0.2645, 0.4351, 0.3953]",0.1135
93,10,6,"[11.460922789573669, 11.503116488456726, 11.359863781929016, 11.190410542488099, 11.333508467674255, 11.473480248451233]",8,"[0.4266666666666667, 0.45166666666666666, 0.47, 0.475, 0.42333333333333334, 0.4116666666666667]","[0.4043, 0.3916, 0.4609, 0.4427, 0.3904, 0.3861]",0.2145
94,9,11,"[11.196007180213929, 11.54914357662201, 11.038337302207946, 11.001953744888306, 11.00289433002472, 11.03055579662323, 11.133178281784058, 10.827791547775268, 11.426473784446717, 11.018243432044983, 11.127603936195374]",6,"[0.4533333333333333, 0.37666666666666665, 0.4583333333333333, 0.4683333333333333, 0.42833333333333334, 0.38666666666666666, 0.3983333333333333, 0.4, 0.38, 0.4483333333333333, 0.4116666666666667]","[0.4093, 0.3685, 0.4187, 0.4204, 0.4008, 0.3811, 0.3919, 0.383, 0.3822, 0.4097, 0.3969]",0.1135
95,9,10,"[11.422021317481995, 11.206229162216186, 12.07463617324829, 11.516435599327087, 11.33770170211792, 11.043189477920532, 10.865922021865845, 12.087872195243836, 11.340170288085938, 11.299977469444276]",5,"[0.43333333333333335, 0.49666666666666665, 0.375, 0.35, 0.5783333333333334, 0.4266666666666667, 0.465, 0.445, 0.43833333333333335, 0.49]","[0.4022, 0.454, 0.3262, 0.3856, 0.5083, 0.3905, 0.4394, 0.4106, 0.4109, 0.4551]",0.1135
96,10,9,"[11.261043214797974, 10.986619138717652, 11.341229844093323, 11.152662420272828, 11.208509492874146, 11.85937042236328, 11.05946888923645, 11.07619023323059, 11.52957034111023]",6,"[0.39666666666666667, 0.475, 0.41, 0.4166666666666667, 0.41833333333333333, 0.4816666666666667, 0.465, 0.43166666666666664, 0.43666666666666665]","[0.3552, 0.4295, 0.3748, 0.3913, 0.3981, 0.4441, 0.3991, 0.3988, 0.3988]",0.1135
97,8,9,"[11.367038106918335, 11.318283748626708, 11.067683267593384, 10.861507248878478, 10.84692668914795, 10.878966522216796, 10.944945669174194, 10.94039945602417, 10.957034969329834]",5,"[0.29333333333333333, 0.505, 0.48, 0.4033333333333333, 0.47333333333333333, 0.46166666666666667, 0.495, 0.38333333333333336, 0.41833333333333333]","[0.2886, 0.4538, 0.4701, 0.3984, 0.4261, 0.4131, 0.4666, 0.3982, 0.41]",0.1135
98,9,10,"[11.345963144302369, 11.489243531227112, 11.242287874221802, 11.165369868278503, 11.841311311721801, 10.825627851486207, 12.101914668083191, 11.124833941459656, 11.013795518875122, 11.147526359558105]",4,"[0.455, 0.4483333333333333, 0.43666666666666665, 0.4166666666666667, 0.415, 0.435, 0.4116666666666667, 0.49, 0.4266666666666667, 0.4266666666666667]","[0.4012, 0.4012, 0.4087, 0.4141, 0.4118, 0.3847, 0.377, 0.4493, 0.4094, 0.4325]",0.1135
99,10,11,"[11.08481731414795, 11.44888596534729, 11.37764482498169, 11.161821985244751, 11.09783115386963, 10.784567594528198, 11.65256073474884, 11.46626329421997, 10.967108130455017, 11.716845726966858, 11.578810977935792]",3,"[0.45666666666666667, 0.4116666666666667, 0.4483333333333333, 0.4583333333333333, 0.42333333333333334, 0.5166666666666667, 0.43166666666666664, 0.485, 0.4583333333333333, 0.42, 0.455]","[0.445, 0.4195, 0.3929, 0.4677, 0.4089, 0.4664, 0.4101, 0.4492, 0.4212, 0.4247, 0.4162]",0.1136
100,9,6,"[11.205732989311219, 11.09553084373474, 11.090176320075988, 11.001252603530883, 11.07820475101471, 11.403001141548156]",6,"[0.41833333333333333, 0.5, 0.4666666666666667, 0.5166666666666667, 0.4, 0.44]","[0.3819, 0.474, 0.4166, 0.4809, 0.3916, 0.4135]",0.2082
101,10,7,"[11.067186737060547, 11.03586711883545, 11.027107787132262, 11.146512722969055, 11.230470371246337, 11.465198874473572, 11.08291323184967]",9,"[0.44333333333333336, 0.5083333333333333, 0.43, 0.5316666666666666, 0.45166666666666666, 0.305, 0.455]","[0.4108, 0.4553, 0.4136, 0.5264, 0.4455, 0.2815, 0.4167]",0.1135
102,10,13,"[11.68557391166687, 11.055468010902405, 10.946584510803223, 11.082438158988953, 10.935763216018676, 11.11683943271637, 11.2159738779068, 10.90768485069275, 10.974926853179932, 11.018781328201294, 11.252241349220276, 11.121458673477173, 11.622478365898132]",6,"[0.4483333333333333, 0.4066666666666667, 0.5133333333333333, 0.5466666666666666, 0.44, 0.5583333333333333, 0.5766666666666667, 0.46166666666666667, 0.5166666666666667, 0.5916666666666667, 0.4716666666666667, 0.5016666666666667, 0.44333333333333336]","[0.3843, 0.4034, 0.4486, 0.4867, 0.4279, 0.5259, 0.513, 0.4348, 0.4854, 0.5157, 0.4633, 0.4606, 0.4153]",0.1135
103,8,7,"[11.740450739860535, 11.566793751716613, 10.857693529129028, 10.923224878311157, 11.009436225891113, 10.970625352859496, 10.89674162864685]",7,"[0.42333333333333334, 0.38166666666666665, 0.49166666666666664, 0.46, 0.44, 0.495, 0.49666666666666665]","[0.3658, 0.3703, 0.4735, 0.395, 0.4325, 0.4707, 0.4929]",0.2791
104,10,11,"[11.076143932342529, 10.880470085144044, 10.875652098655701, 11.41679494380951, 10.812050890922546, 10.849385094642638, 11.187002491950988, 11.322038817405701, 11.198914527893066, 11.204391360282898, 11.49465320110321]",6,"[0.49666666666666665, 0.625, 0.49166666666666664, 0.3983333333333333, 0.535, 0.5533333333333333, 0.4816666666666667, 0.53, 0.47333333333333333, 0.475, 0.4683333333333333]","[0.4816, 0.5498, 0.4467, 0.3691, 0.4864, 0.4816, 0.4546, 0.5078, 0.4422, 0.413, 0.4615]",0.1135
