round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,accuracy_score
223,9,10,"[11.481528925895692, 10.935428762435913, 10.738492488861084, 10.780368518829345, 11.154061222076416, 11.119398260116578, 10.691477751731872, 10.919432330131531, 10.690709495544434, 10.864612603187561]",3,"[0.425, 0.5333333333333333, 0.5066666666666667, 0.5, 0.5166666666666667, 0.5233333333333333, 0.59, 0.5633333333333334, 0.6333333333333333, 0.5366666666666666]","[0.3784, 0.4821, 0.4853, 0.4553, 0.4916, 0.5021, 0.5412, 0.5126, 0.5729, 0.5152]",0.1135
224,9,10,"[11.03679187297821, 11.059166479110718, 11.022296047210693, 11.44707498550415, 10.748003435134887, 10.9588858127594, 10.973278164863586, 10.940971398353577, 11.213678669929504, 11.043373465538025]",2,"[0.5616666666666666, 0.5916666666666667, 0.5766666666666667, 0.4633333333333333, 0.5966666666666667, 0.5433333333333333, 0.5, 0.4866666666666667, 0.665, 0.51]","[0.5388, 0.5766, 0.543, 0.442, 0.5282, 0.5219, 0.4886, 0.4547, 0.6072, 0.4704]",0.3062
225,10,9,"[10.86985182762146, 11.185677552223206, 10.970664691925048, 11.12689504623413, 11.136038661003113, 10.972417759895325, 10.916253113746643, 11.116888403892517, 11.40855085849762]",3,"[0.6666666666666666, 0.57, 0.6066666666666667, 0.4866666666666667, 0.56, 0.545, 0.5916666666666667, 0.51, 0.4666666666666667]","[0.5632, 0.5168, 0.5278, 0.4677, 0.5049, 0.4967, 0.5334, 0.4932, 0.421]",0.1135
226,9,6,"[10.850295853614806, 11.074912452697754, 10.921879172325134, 10.813434195518493, 11.164727091789246, 10.94711012840271]",6,"[0.5433333333333333, 0.42333333333333334, 0.5566666666666666, 0.56, 0.49666666666666665, 0.5433333333333333]","[0.488, 0.38, 0.4886, 0.5175, 0.4918, 0.5018]",0.2151
227,10,11,"[11.134176111221313, 10.797130918502807, 10.911123085021973, 10.657477378845215, 10.868267512321472, 10.73675446510315, 10.749270176887512, 10.703949403762817, 11.230240154266358, 10.729536843299865, 11.023246955871581]",5,"[0.4533333333333333, 0.5883333333333334, 0.47, 0.5933333333333334, 0.5683333333333334, 0.5116666666666667, 0.585, 0.635, 0.52, 0.5616666666666666, 0.4583333333333333]","[0.4107, 0.5317, 0.4746, 0.5451, 0.5205, 0.4517, 0.5501, 0.5649, 0.4751, 0.507, 0.4484]",0.1135
228,10,7,"[10.953344583511353, 10.959486556053161, 10.911917638778686, 11.075294160842896, 10.869862699508667, 10.948558115959168, 10.812113833427428]",8,"[0.43666666666666665, 0.6, 0.605, 0.5383333333333333, 0.485, 0.555, 0.6133333333333333]","[0.3791, 0.5103, 0.5279, 0.4937, 0.4574, 0.4849, 0.5486]",0.1662
229,9,9,"[10.672330260276794, 11.078751134872437, 11.238673043251037, 10.806863045692443, 10.857408595085143, 10.838191628456116, 10.876383471488953, 10.967475295066833, 10.944003009796143]",8,"[0.5883333333333334, 0.575, 0.5416666666666666, 0.5333333333333333, 0.5816666666666667, 0.5266666666666666, 0.5733333333333334, 0.5116666666666667, 0.575]","[0.5137, 0.5437, 0.5126, 0.517, 0.5176, 0.5161, 0.5263, 0.4902, 0.5162]",0.1149
230,10,12,"[11.200733160972595, 11.011333560943603, 11.106977677345276, 10.832331228256226, 10.940643477439881, 10.75663936138153, 10.873247933387756, 10.919460797309876, 10.738175845146179, 10.821089029312134, 10.814567375183106, 11.011972522735595]",6,"[0.48833333333333334, 0.5266666666666666, 0.5783333333333334, 0.5216666666666666, 0.5883333333333334, 0.5166666666666667, 0.4683333333333333, 0.5116666666666667, 0.5816666666666667, 0.53, 0.5116666666666667, 0.415]","[0.4452, 0.4912, 0.5216, 0.4591, 0.5457, 0.5124, 0.4562, 0.487, 0.515, 0.4803, 0.467, 0.4321]",0.1135
231,10,9,"[10.683026242256165, 10.691380596160888, 10.871484565734864, 10.807277536392212, 11.372049713134766, 11.028831243515015, 10.75329122543335, 10.924300289154052, 11.024133348464966]",7,"[0.6616666666666666, 0.56, 0.5316666666666666, 0.555, 0.505, 0.39166666666666666, 0.615, 0.45, 0.6]","[0.6063, 0.4987, 0.5232, 0.494, 0.431, 0.4052, 0.5367, 0.4383, 0.5535]",0.0982
232,9,7,"[11.089325118064881, 11.387241387367249, 11.026163840293885, 10.928419589996338, 10.801288199424743, 10.91607825756073, 10.840935897827148]",9,"[0.48333333333333334, 0.48, 0.57, 0.5516666666666666, 0.6083333333333333, 0.5333333333333333, 0.495]","[0.4393, 0.4396, 0.526, 0.5166, 0.5432, 0.5151, 0.4794]",0.1171
233,9,7,"[10.918816304206848, 11.043700218200684, 10.845083093643188, 10.869540905952453, 10.86901123523712, 10.925603127479553, 10.835047578811645]",11,"[0.52, 0.5066666666666667, 0.5116666666666667, 0.545, 0.635, 0.48, 0.535]","[0.4926, 0.4906, 0.4766, 0.5174, 0.5591, 0.4855, 0.5194]",0.1596
234,10,10,"[11.04152283668518, 10.705744671821595, 10.856227087974549, 10.597356033325195, 10.898692631721497, 10.760992980003357, 10.781326937675477, 10.913311862945557, 10.76987292766571, 10.821847009658814]",11,"[0.545, 0.48833333333333334, 0.49333333333333335, 0.5183333333333333, 0.47333333333333333, 0.5916666666666667, 0.49333333333333335, 0.41833333333333333, 0.55, 0.5716666666666667]","[0.4926, 0.4516, 0.4442, 0.4814, 0.4517, 0.5323, 0.4572, 0.3976, 0.5007, 0.5039]",0.2188
235,10,13,"[10.94617919921875, 11.064152956008911, 10.962505173683166, 10.846730399131776, 10.826745581626891, 10.773444437980652, 10.900394821166993, 10.868282580375672, 10.733818078041077, 10.92627227306366, 10.952830505371093, 10.921900033950806, 11.061442875862122]",8,"[0.5983333333333334, 0.5983333333333334, 0.5933333333333334, 0.675, 0.5333333333333333, 0.5833333333333334, 0.5283333333333333, 0.5183333333333333, 0.555, 0.5716666666666667, 0.59, 0.47833333333333333, 0.6033333333333334]","[0.5682, 0.5205, 0.5525, 0.6159, 0.4841, 0.5168, 0.5086, 0.4946, 0.4909, 0.5376, 0.5435, 0.445, 0.5602]",0.1136
236,10,15,"[10.972231841087341, 10.872258639335632, 10.864306092262268, 10.733287739753724, 10.798523044586181, 10.75046911239624, 10.682673788070678, 10.730596494674682, 10.667461609840393, 10.801999235153199, 10.664932680130004, 11.11338939666748, 10.842636132240296, 10.899552273750306, 10.835500979423523]",3,"[0.6383333333333333, 0.5166666666666667, 0.4866666666666667, 0.4683333333333333, 0.6416666666666667, 0.47333333333333333, 0.5366666666666666, 0.51, 0.655, 0.57, 0.6016666666666667, 0.43166666666666664, 0.5166666666666667, 0.48833333333333334, 0.54]","[0.5782, 0.4833, 0.4674, 0.4869, 0.5832, 0.46, 0.5242, 0.4822, 0.5595, 0.5272, 0.5411, 0.4051, 0.4854, 0.4871, 0.541]",0.27
237,10,8,"[10.696772909164428, 10.859066224098205, 10.735176873207092, 10.888549494743348, 10.687318563461304, 10.801296591758728, 10.733029413223267, 10.938248801231385]",5,"[0.5283333333333333, 0.5366666666666666, 0.6066666666666667, 0.5266666666666666, 0.5216666666666666, 0.5416666666666666, 0.5833333333333334, 0.5483333333333333]","[0.4967, 0.526, 0.5295, 0.5117, 0.4885, 0.543, 0.5407, 0.4975]",0.1041
238,10,10,"[10.783477234840394, 10.910099029541016, 11.090111780166627, 12.134320640563965, 10.88484787940979, 11.256219863891602, 10.823693037033081, 10.769745182991027, 11.859346318244935, 10.875730299949646]",5,"[0.575, 0.525, 0.5733333333333334, 0.58, 0.5433333333333333, 0.5283333333333333, 0.5416666666666666, 0.54, 0.49166666666666664, 0.5283333333333333]","[0.4918, 0.4887, 0.5476, 0.5408, 0.5007, 0.4783, 0.4772, 0.4847, 0.4781, 0.4843]",0.0892
239,10,8,"[10.719615817070007, 11.415811443328858, 11.68064489364624, 11.32963969707489, 11.327115392684936, 11.170972537994384, 11.44083023071289, 11.141704511642455]",7,"[0.5516666666666666, 0.3333333333333333, 0.38333333333333336, 0.5416666666666666, 0.38166666666666665, 0.305, 0.3466666666666667, 0.49333333333333335]","[0.4897, 0.3079, 0.3419, 0.4731, 0.3323, 0.2992, 0.3235, 0.4595]",0.1317
240,9,7,"[10.884269452095031, 12.084933972358703, 11.530706214904786, 14.382477426528931, 11.52724792957306, 14.160596227645874, 11.556996417045593]",9,"[0.515, 0.4, 0.49833333333333335, 0.09, 0.51, 0.095, 0.57]","[0.4706, 0.3949, 0.4726, 0.1061, 0.4739, 0.1021, 0.5292]",0.0892
241,9,14,"[10.65645432472229, 10.635233950614928, 11.151605916023254, 11.907828211784363, 11.320163154602051, 11.187234830856323, 11.144719457626342, 11.194937181472778, 11.225829601287842, 11.226019954681396, 11.265024065971375, 11.22949788570404, 10.999991583824158, 10.93638255596161]",4,"[0.5166666666666667, 0.5533333333333333, 0.41, 0.5283333333333333, 0.37, 0.395, 0.425, 0.6116666666666667, 0.43833333333333335, 0.4633333333333333, 0.48333333333333334, 0.405, 0.44, 0.435]","[0.4899, 0.5195, 0.3842, 0.504, 0.3244, 0.3586, 0.401, 0.5761, 0.4135, 0.4461, 0.4286, 0.4024, 0.4019, 0.3983]",0.2002
242,10,11,"[10.915695810317994, 11.089920234680175, 11.317349004745484, 11.63551731109619, 10.910686922073364, 11.120745062828064, 11.028686594963073, 11.568561387062072, 11.051041316986083, 11.300072574615479, 11.077005004882812]",3,"[0.525, 0.4216666666666667, 0.48333333333333334, 0.445, 0.5566666666666666, 0.45166666666666666, 0.43166666666666664, 0.31833333333333336, 0.49, 0.5083333333333333, 0.39666666666666667]","[0.513, 0.42, 0.4304, 0.4452, 0.5035, 0.4187, 0.4094, 0.2784, 0.4373, 0.5038, 0.4092]",0.338
243,10,10,"[11.253140878677367, 11.844773101806641, 11.273757982254029, 11.174700736999512, 11.17450692653656, 11.146561455726623, 11.185891389846802, 11.224725604057312, 11.385424327850341, 11.14079475402832]",3,"[0.4, 0.4033333333333333, 0.4266666666666667, 0.4633333333333333, 0.46166666666666667, 0.4583333333333333, 0.43833333333333335, 0.41833333333333333, 0.38666666666666666, 0.39]","[0.3723, 0.4177, 0.4026, 0.4274, 0.422, 0.4235, 0.396, 0.4036, 0.362, 0.3697]",0.2536
244,10,12,"[12.763240885734557, 11.15945930480957, 11.276135182380676, 11.900728559494018, 11.124934458732605, 11.167828154563903, 11.23687403202057, 11.10712914466858, 11.321395587921142, 11.081743550300597, 11.304424333572388, 11.040073108673095]",1,"[0.3516666666666667, 0.5233333333333333, 0.49666666666666665, 0.37666666666666665, 0.5116666666666667, 0.43, 0.465, 0.4533333333333333, 0.44333333333333336, 0.5483333333333333, 0.5316666666666666, 0.57]","[0.3327, 0.4501, 0.4903, 0.3761, 0.4494, 0.3908, 0.4237, 0.4538, 0.4182, 0.5077, 0.4861, 0.5245]",0.2074
245,10,9,"[11.02615966796875, 10.976462578773498, 10.863456201553344, 11.366726732254028, 10.814382314682007, 10.961945986747741, 11.878211379051208, 11.082534909248352, 11.034367156028747]",2,"[0.5083333333333333, 0.6, 0.45, 0.5083333333333333, 0.5516666666666666, 0.46166666666666667, 0.435, 0.48833333333333334, 0.5183333333333333]","[0.4773, 0.5601, 0.3807, 0.4665, 0.4865, 0.4035, 0.4352, 0.4609, 0.473]",0.4351
246,10,6,"[12.16274664402008, 12.29090883731842, 11.354952383041383, 11.370023488998413, 11.618655323982239, 12.680806851387024]",6,"[0.39, 0.34, 0.49333333333333335, 0.43166666666666664, 0.555, 0.38333333333333336]","[0.381, 0.2898, 0.4592, 0.4014, 0.4638, 0.3852]",0.1136
247,9,8,"[11.580543494224548, 11.221733570098877, 11.97555069923401, 11.12189884185791, 11.148763799667359, 10.878446292877197, 10.882638621330262, 11.409558010101318]",7,"[0.4866666666666667, 0.44, 0.36, 0.5466666666666666, 0.5133333333333333, 0.5366666666666666, 0.5066666666666667, 0.46]","[0.4686, 0.4263, 0.3064, 0.5003, 0.4776, 0.4871, 0.4844, 0.4504]",0.1135
248,9,5,"[11.042974710464478, 11.015995121002197, 11.136160278320313, 10.828099179267884, 10.730742454528809]",11,"[0.4766666666666667, 0.4483333333333333, 0.44666666666666666, 0.49, 0.5766666666666667]","[0.4405, 0.3936, 0.4261, 0.4607, 0.5092]",0.2251
249,9,6,"[10.90228168964386, 10.90851902961731, 10.934016942977905, 10.839776992797852, 10.840436315536499, 10.88188464641571]",14,"[0.5333333333333333, 0.5266666666666666, 0.39, 0.45666666666666667, 0.5133333333333333, 0.4816666666666667]","[0.5106, 0.471, 0.3815, 0.434, 0.4714, 0.4654]",0.135
250,8,11,"[11.080344462394715, 11.891821146011353, 11.901851487159728, 10.852428030967712, 10.849245285987854, 10.86860258579254, 10.716365337371826, 10.625452709197997, 10.926373624801636, 10.79073932170868, 10.718832612037659]",11,"[0.5116666666666667, 0.4216666666666667, 0.4166666666666667, 0.58, 0.545, 0.57, 0.4816666666666667, 0.52, 0.5266666666666666, 0.5016666666666667, 0.505]","[0.4637, 0.4066, 0.3897, 0.5335, 0.4933, 0.5312, 0.4522, 0.4496, 0.4937, 0.4619, 0.4497]",0.1196
251,10,11,"[11.176830697059632, 11.07305817604065, 11.193842005729675, 10.935336184501647, 10.795428991317749, 10.810475492477417, 10.900597620010377, 10.71901957988739, 10.669525504112244, 10.811031317710876, 11.359028720855713]",10,"[0.4683333333333333, 0.5266666666666666, 0.4166666666666667, 0.48, 0.57, 0.575, 0.55, 0.5116666666666667, 0.545, 0.49666666666666665, 0.4866666666666667]","[0.45, 0.4623, 0.3925, 0.4485, 0.4923, 0.5167, 0.5255, 0.4762, 0.5074, 0.4766, 0.475]",0.1135
252,9,14,"[10.86041874885559, 10.892034125328063, 10.928808760643005, 10.643991041183472, 10.772192144393921, 10.846692299842834, 10.687552642822265, 10.816228890419007, 10.743248248100281, 10.802696299552917, 10.808084869384766, 10.846955513954162, 10.68559913635254, 10.851385712623596]",5,"[0.5333333333333333, 0.4866666666666667, 0.5083333333333333, 0.5566666666666666, 0.5166666666666667, 0.6016666666666667, 0.53, 0.46, 0.5433333333333333, 0.49166666666666664, 0.5266666666666666, 0.475, 0.545, 0.555]","[0.5075, 0.4361, 0.4777, 0.5168, 0.4862, 0.5334, 0.497, 0.4462, 0.5007, 0.4731, 0.4791, 0.4728, 0.4809, 0.4993]",0.1135
253,9,9,"[10.749250078201294, 10.845335745811463, 11.307461190223695, 11.135958123207093, 11.090690302848817, 11.038893628120423, 11.25074656009674, 11.029498195648193, 10.924081516265868]",5,"[0.49666666666666665, 0.4483333333333333, 0.5833333333333334, 0.5166666666666667, 0.57, 0.5866666666666667, 0.49, 0.5866666666666667, 0.535]","[0.4662, 0.4889, 0.5594, 0.5038, 0.5294, 0.5189, 0.4329, 0.5392, 0.4817]",0.1361
254,10,7,"[10.620146012306213, 10.940036082267762, 10.71023623943329, 10.958544206619262, 10.749150395393372, 10.887269759178162, 10.88035008907318]",8,"[0.47833333333333333, 0.5333333333333333, 0.5533333333333333, 0.5866666666666667, 0.505, 0.5383333333333333, 0.5433333333333333]","[0.4615, 0.4752, 0.5063, 0.5368, 0.4617, 0.51, 0.4754]",0.2816
255,9,10,"[10.895092868804932, 11.561193776130676, 11.086337327957153, 11.089554810523987, 10.924906253814697, 10.935859274864196, 10.879723262786865, 10.748517107963561, 11.193558239936829, 10.985334730148315]",7,"[0.555, 0.53, 0.4483333333333333, 0.5916666666666667, 0.59, 0.5566666666666666, 0.4633333333333333, 0.5916666666666667, 0.43166666666666664, 0.5266666666666666]","[0.5083, 0.4853, 0.4115, 0.5472, 0.5586, 0.5315, 0.447, 0.5336, 0.4022, 0.5085]",0.1992
256,9,9,"[11.027775096893311, 10.95456521511078, 10.628213691711426, 10.823979115486145, 10.975251317024231, 10.95652153491974, 10.818976140022277, 10.899166321754455, 10.861089777946471]",7,"[0.6183333333333333, 0.49333333333333335, 0.5833333333333334, 0.575, 0.46, 0.4866666666666667, 0.5033333333333333, 0.5616666666666666, 0.4766666666666667]","[0.6048, 0.4589, 0.5287, 0.5314, 0.4438, 0.4629, 0.5026, 0.5155, 0.4469]",0.3233
257,9,13,"[11.05102252960205, 10.8071373462677, 10.880924463272095, 10.747544860839843, 11.102573132514953, 10.869870281219482, 11.111106777191162, 10.911385035514831, 10.862122273445129, 11.364310836791992, 11.28569929599762, 10.587653183937073, 10.627184057235718]",3,"[0.49166666666666664, 0.5566666666666666, 0.5066666666666667, 0.475, 0.5866666666666667, 0.59, 0.39666666666666667, 0.5516666666666666, 0.5833333333333334, 0.5016666666666667, 0.5233333333333333, 0.5033333333333333, 0.5483333333333333]","[0.4563, 0.4868, 0.4798, 0.4674, 0.5493, 0.5015, 0.3769, 0.5173, 0.5134, 0.4501, 0.4969, 0.4605, 0.4654]",0.1784
258,10,10,"[10.887012314796447, 10.814612436294556, 11.274584770202637, 10.835087871551513, 10.885701680183411, 11.088352847099305, 10.956112384796143, 10.91981999874115, 10.86242105960846, 10.863247060775757]",3,"[0.515, 0.5683333333333334, 0.5316666666666666, 0.55, 0.545, 0.47, 0.5183333333333333, 0.5816666666666667, 0.5666666666666667, 0.49833333333333335]","[0.4794, 0.5097, 0.4914, 0.5167, 0.5182, 0.4642, 0.4805, 0.5256, 0.5097, 0.4645]",0.1136
259,10,7,"[10.887734603881835, 10.948119616508484, 10.992151474952697, 11.206365871429444, 10.73350682258606, 11.172226881980896, 10.739107418060303]",6,"[0.5783333333333334, 0.51, 0.5, 0.5433333333333333, 0.535, 0.4766666666666667, 0.5233333333333333]","[0.5255, 0.4587, 0.4595, 0.5141, 0.4897, 0.4141, 0.5049]",0.1567
260,10,10,"[10.644629764556885, 10.756892895698547, 11.242155647277832, 11.197437310218811, 11.415961241722107, 10.828561973571777, 11.384902215003967, 10.81915328502655, 11.022363710403443, 10.927361464500427]",6,"[0.5316666666666666, 0.5833333333333334, 0.515, 0.485, 0.33666666666666667, 0.5266666666666666, 0.4666666666666667, 0.4866666666666667, 0.5383333333333333, 0.5]","[0.4781, 0.4985, 0.4534, 0.47, 0.305, 0.4817, 0.4728, 0.4535, 0.5304, 0.5106]",0.1135
261,9,9,"[10.987283158302308, 10.73881733417511, 11.315552616119385, 10.958492255210876, 11.829889130592345, 11.682348561286926, 11.16445813179016, 11.763991641998292, 12.52742805480957]",6,"[0.5216666666666666, 0.54, 0.5216666666666666, 0.6466666666666666, 0.485, 0.44, 0.4633333333333333, 0.565, 0.34]","[0.4941, 0.4553, 0.478, 0.5801, 0.4479, 0.398, 0.4467, 0.5078, 0.3048]",0.1135
262,8,10,"[10.954324960708618, 11.09350323677063, 11.126426100730896, 10.979346179962159, 11.540661096572876, 11.141831541061402, 10.759219026565551, 10.807724690437317, 10.788358879089355, 11.402142477035522]",4,"[0.535, 0.51, 0.49166666666666664, 0.59, 0.5366666666666666, 0.5683333333333334, 0.585, 0.655, 0.6233333333333333, 0.5616666666666666]","[0.5162, 0.4934, 0.4683, 0.5263, 0.5038, 0.5164, 0.5245, 0.5769, 0.5586, 0.5158]",0.114
263,9,12,"[11.734034848213195, 11.449271559715271, 11.396230864524842, 10.974245047569275, 10.894999766349793, 10.95486421585083, 10.792092847824097, 10.878558373451233, 10.910685086250306, 10.75014395713806, 10.771050548553466, 10.939184427261353]",1,"[0.45, 0.57, 0.5916666666666667, 0.4083333333333333, 0.6533333333333333, 0.5133333333333333, 0.58, 0.485, 0.665, 0.5516666666666666, 0.605, 0.5483333333333333]","[0.4061, 0.5451, 0.5732, 0.3921, 0.5897, 0.4846, 0.494, 0.4642, 0.5709, 0.5324, 0.5317, 0.5376]",0.1135
264,10,8,"[11.115764927864074, 10.936278605461121, 11.018529891967773, 10.879686260223389, 11.163366961479188, 11.054863882064819, 11.092899632453918, 10.82073724269867]",3,"[0.4816666666666667, 0.45166666666666666, 0.4066666666666667, 0.535, 0.5183333333333333, 0.6083333333333333, 0.5733333333333334, 0.485]","[0.4586, 0.4323, 0.3843, 0.469, 0.482, 0.5678, 0.5185, 0.4473]",0.1135
265,10,11,"[10.9385915517807, 11.127308130264282, 11.874841284751891, 11.611860203742982, 12.075843977928162, 11.62276804447174, 12.587936639785767, 11.536353063583373, 11.86972496509552, 12.04102177619934, 11.842194318771362]",2,"[0.5883333333333334, 0.4816666666666667, 0.355, 0.39, 0.32166666666666666, 0.43166666666666664, 0.29833333333333334, 0.415, 0.43166666666666664, 0.3416666666666667, 0.44166666666666665]","[0.5593, 0.4594, 0.3373, 0.3685, 0.322, 0.3755, 0.2898, 0.3669, 0.4079, 0.3177, 0.4214]",0.1135
266,10,7,"[11.428155159950256, 12.594007682800292, 11.326470208168029, 13.03419051170349, 11.358979058265685, 11.242243671417237, 13.035220289230347]",5,"[0.38666666666666666, 0.505, 0.48833333333333334, 0.36666666666666664, 0.42, 0.45666666666666667, 0.3616666666666667]","[0.3796, 0.4801, 0.4121, 0.3375, 0.3678, 0.4447, 0.3287]",0.1135
267,9,9,"[11.376511836051941, 11.354241132736206, 11.475068259239197, 11.251455545425415, 11.367330241203309, 11.238707661628723, 11.462660264968871, 11.491846704483033, 11.38476221561432]",5,"[0.4716666666666667, 0.4083333333333333, 0.43, 0.41833333333333333, 0.4166666666666667, 0.4866666666666667, 0.4266666666666667, 0.455, 0.4766666666666667]","[0.4494, 0.3945, 0.4081, 0.3422, 0.3728, 0.4321, 0.3983, 0.3913, 0.4263]",0.1059
268,10,8,"[10.966717553138732, 12.723735022544862, 11.344350385665894, 11.01217098236084, 11.166419792175294, 11.385270643234254, 10.98035523891449, 11.185833168029784]",7,"[0.505, 0.3616666666666667, 0.535, 0.5383333333333333, 0.4633333333333333, 0.455, 0.45666666666666667, 0.41833333333333333]","[0.4846, 0.3389, 0.4892, 0.4968, 0.4129, 0.419, 0.4301, 0.3908]",0.2721
269,9,9,"[11.917969465255737, 11.461739349365235, 11.469354224205016, 11.112985134124756, 11.228883028030396, 10.88410210609436, 11.317188239097595, 11.129646611213683, 11.047167301177979]",7,"[0.325, 0.4766666666666667, 0.43166666666666664, 0.39666666666666667, 0.405, 0.4666666666666667, 0.48833333333333334, 0.44333333333333336, 0.4666666666666667]","[0.2846, 0.4603, 0.4517, 0.3825, 0.3974, 0.4269, 0.4428, 0.4259, 0.4412]",0.1135
270,10,12,"[11.521807718276978, 11.358939146995544, 11.315338468551635, 10.932465839385987, 11.117125272750854, 10.877968072891235, 11.257262706756592, 10.943292546272279, 11.036525249481201, 11.450185942649842, 11.056226539611817, 11.097275280952454]",5,"[0.43166666666666664, 0.39166666666666666, 0.5033333333333333, 0.3883333333333333, 0.5133333333333333, 0.465, 0.3933333333333333, 0.495, 0.43833333333333335, 0.49, 0.5033333333333333, 0.44333333333333336]","[0.4328, 0.3587, 0.4317, 0.3704, 0.5049, 0.4516, 0.3958, 0.4795, 0.4146, 0.4555, 0.4384, 0.4143]",0.1135
271,9,7,"[11.006044363975525, 10.843807744979859, 10.925997567176818, 11.182056903839111, 11.133033680915833, 11.052444958686829, 11.166585803031921]",7,"[0.38166666666666665, 0.5133333333333333, 0.61, 0.5633333333333334, 0.5716666666666667, 0.495, 0.41333333333333333]","[0.3681, 0.4536, 0.5797, 0.5432, 0.5236, 0.4688, 0.4011]",0.2543
272,8,7,"[11.237020254135132, 11.017905664443969, 10.995335340499878, 11.072489404678345, 10.87024097442627, 10.866753411293029, 11.129209685325623]",8,"[0.3933333333333333, 0.4, 0.5083333333333333, 0.49666666666666665, 0.55, 0.4766666666666667, 0.5283333333333333]","[0.3704, 0.3686, 0.4787, 0.4705, 0.5202, 0.4605, 0.4796]",0.2555
273,10,8,"[11.021928071975708, 10.810018849372863, 11.095061922073365, 11.113264179229736, 11.136490321159362, 10.779556560516358, 10.93348307609558, 10.977958488464356]",10,"[0.44166666666666665, 0.405, 0.5066666666666667, 0.51, 0.49666666666666665, 0.6083333333333333, 0.45166666666666666, 0.485]","[0.4243, 0.3651, 0.4779, 0.4839, 0.4514, 0.5535, 0.4466, 0.4463]",0.1135
274,9,10,"[11.04176926612854, 11.079697585105896, 11.036521482467652, 10.942821621894836, 10.9929701089859, 10.982807898521424, 11.187959694862366, 10.761907267570496, 10.737027192115784, 11.364112448692321]",9,"[0.4683333333333333, 0.555, 0.5833333333333334, 0.5, 0.56, 0.525, 0.535, 0.5933333333333334, 0.48333333333333334, 0.46166666666666667]","[0.4366, 0.5058, 0.5306, 0.481, 0.4837, 0.5029, 0.498, 0.5268, 0.4659, 0.4644]",0.1135
275,9,10,"[11.220723533630371, 10.759109377861023, 10.994201350212098, 11.144736385345459, 11.35753858089447, 11.144156289100646, 11.350225591659546, 11.418036341667175, 10.949922585487366, 11.303617572784423]",8,"[0.4683333333333333, 0.5233333333333333, 0.5, 0.42833333333333334, 0.4683333333333333, 0.49833333333333335, 0.5883333333333334, 0.455, 0.57, 0.4483333333333333]","[0.4424, 0.4685, 0.4759, 0.4157, 0.4827, 0.467, 0.5481, 0.4289, 0.5389, 0.4827]",0.1135
276,10,14,"[10.812100601196288, 10.688370943069458, 10.83539550304413, 10.687406158447265, 10.984064602851868, 10.750626707077027, 10.73415265083313, 10.70944299697876, 10.900119757652282, 10.65748643875122, 10.942891669273376, 11.062086534500121, 11.09013512134552, 10.815970039367675]",4,"[0.5333333333333333, 0.5133333333333333, 0.55, 0.585, 0.5533333333333333, 0.6116666666666667, 0.5883333333333334, 0.53, 0.595, 0.6183333333333333, 0.5383333333333333, 0.5283333333333333, 0.5616666666666666, 0.5933333333333334]","[0.5103, 0.5043, 0.5091, 0.5024, 0.511, 0.5423, 0.5159, 0.5221, 0.5439, 0.5508, 0.4736, 0.4899, 0.5435, 0.5588]",0.1135
277,9,11,"[10.908471822738647, 11.603914308547974, 11.02630603313446, 11.765986514091491, 12.036427569389343, 11.925819039344788, 11.869448709487916, 11.624025774002074, 11.474860215187073, 11.91008038520813, 11.898604393005371]",2,"[0.6116666666666667, 0.4483333333333333, 0.5566666666666666, 0.36666666666666664, 0.36, 0.335, 0.4716666666666667, 0.475, 0.43666666666666665, 0.3433333333333333, 0.245]","[0.5846, 0.4572, 0.5117, 0.3334, 0.3384, 0.3239, 0.421, 0.4143, 0.4171, 0.3284, 0.2244]",0.1135
278,10,11,"[11.576312041282653, 11.95765986442566, 11.233868598937988, 14.077455472946166, 11.852886843681336, 12.482757568359375, 12.248980355262756, 11.620845413208007, 12.11001513004303, 12.048407697677613, 11.667906427383423]",1,"[0.32166666666666666, 0.4266666666666667, 0.5433333333333333, 0.235, 0.4266666666666667, 0.215, 0.3333333333333333, 0.3516666666666667, 0.425, 0.38333333333333336, 0.4483333333333333]","[0.29, 0.3807, 0.4875, 0.2093, 0.4056, 0.2097, 0.2911, 0.345, 0.3754, 0.3874, 0.426]",0.1135
279,10,10,"[11.777248764038086, 11.633016514778138, 11.392054843902589, 11.797519612312318, 11.196673583984374, 12.101022171974183, 12.206013941764832, 11.396881103515625, 11.791865634918214, 11.57999827861786]",1,"[0.37833333333333335, 0.415, 0.39, 0.43833333333333335, 0.44166666666666665, 0.43, 0.3283333333333333, 0.44666666666666666, 0.42, 0.4533333333333333]","[0.3727, 0.3749, 0.358, 0.4026, 0.4082, 0.417, 0.2762, 0.4252, 0.3937, 0.4298]",0.1135
280,10,8,"[12.241134977340698, 11.264504098892212, 11.406072616577148, 11.485248041152953, 11.969686436653138, 11.651011490821839, 11.554117155075073, 11.509368968009948]",3,"[0.36333333333333334, 0.4533333333333333, 0.4116666666666667, 0.4, 0.525, 0.44666666666666666, 0.47333333333333333, 0.38166666666666665]","[0.3625, 0.3906, 0.3746, 0.3917, 0.4942, 0.4428, 0.4333, 0.3852]",0.1135
